f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,is_Stego
-5.791,-6.6394,-6.5157,0.80154,1.3696,1.1133,-10.07,-1.4132,-1.7519,286.98,6.5653,8.286,-6.4497,1.3043,-1.5037,6.5769,-6.5879,-5.8427,-6.4493,1.5825,1.6211,1.5099,-1.1158,-1.0405,-1.1943,6.3041,5.5781,6.6431,-5.7649,1.531,-1.0154,5.7306,-2.418,0.72803,-0.39644,3.6343,-3.0411,1.6153,-1.096,6.1036,-2.6702,0.81952,-0.10044,3.2631,4.4009,3.4185,0.60174,6.7954,-2.8478,2.0181,-0.82193,4.0514,-1.1797,2.327,0.20561,5.6408,-1.4021,1.6513,-0.99864,5.4718,-6.6454,1.2595,-1.3405,6.0255,-1.8466,3.0431,0.56259,6.7011,-2.0748,1.9602,-0.75219,4.9584,-7.1621,1.5952,-1.0919,5.9715,1
-6.7047,-6.391,-6.6441,1.1942,0.9786,1.2383,-3.537,-4.5333,-3.3448,61.181,92.461,57.383,-6.7053,1.1742,-1.4756,6.2729,-5.9158,-6.0031,-5.5676,1.3934,1.4629,1.4828,-1.2146,-1.2282,-1.3214,5.5986,5.774,6.529,-5.1348,0.97839,-1.423,6.5597,-2.4434,0.89358,-0.21144,3.2313,-2.9804,1.764,-0.79233,4.6762,-2.723,0.86547,-0.25041,3.2276,4.665,3.1241,-0.21579,3.7951,-2.6989,2.1355,-0.82847,4.1693,-0.52034,1.5867,-0.71705,6.4051,-1.6149,1.6809,-0.91307,6.27,-6.8361,1.2199,-1.466,6.375,-0.75317,2.0736,-0.44561,5.7078,-1.8071,1.9815,-0.62606,4.3539,-7.1884,1.4722,-1.2402,5.827,1
-6.2966,-6.7318,-6.4474,0.97409,1.2372,1.2951,-5.1929,-3.6056,-5.7715,111.51,65.39,120.22,-6.426,1.131,-1.6725,6.9694,-7.3055,-7.3953,-7.0095,1.361,1.4413,1.4649,-1.2409,-1.3286,-1.2205,5.8453,6.3551,5.9555,-6.9398,1.3149,-1.2646,6.1243,-3.2249,0.54008,-0.76353,4.8213,-3.9065,1.4594,-1.2618,6.3548,-3.4949,0.55106,-0.69996,4.4525,3.2156,2.489,-0.29845,4.2873,-3.1567,1.8028,-0.92736,5.0187,-1.1032,1.574,-0.69221,7.1551,-1.565,1.2422,-1.506,7.1048,-6.6731,1.3383,-1.4294,5.8365,-2.2111,1.883,0.086563,8.827,-2.8979,1.6761,-1.0465,4.946,-7.9769,1.4184,-1.2734,5.9741,1
-6.7763,-6.5503,-6.1772,1.3402,1.3202,0.93046,-1.3391,-1.662,-4.3472,6.6544,8.0962,112.71,-6.3545,1.6263,-1.1259,4.8476,-6.9295,-6.9661,-6.7549,1.776,1.8116,1.6877,-1.0627,-1.052,-1.0987,5.2535,5.3548,5.2412,-6.4259,1.6142,-1.2704,5.9252,-3.1061,0.7962,-0.69566,3.7801,-3.9453,1.9657,-1.0793,5.1008,-3.4174,1.1778,-0.62825,3.2902,1.9457,8.1087,-0.22742,2.6745,-3.1466,2.852,-0.54111,3.399,-2.1724,3.034,-1.0853,4.078,-2.6099,3.2871,-1.0845,3.8303,-5.7782,0.6289,-2.0245,10.404,-3.0165,3.9396,-1.0461,4.5407,-3.4618,4.0454,-1.0664,3.7976,-7.8519,1.5588,-1.2069,5.8048,1
-7.1245,-6.4174,-7.3368,1.0664,0.57291,1.2361,-1.7492,-2.1769,-1.5737,9.1973,11.693,7.0766,-6.75,0.81732,-2.0646,10.617,-7.6658,-7.7132,-7.8077,1.5967,1.5841,1.4743,-1.1396,-1.3568,-1.3292,5.3209,6.0327,6.1118,-7.3869,1.4578,-1.4129,6.6517,-3.5928,1.2801,-1.3888,5.2171,-4.3916,2.1394,-1.2044,5.1856,-3.878,1.6391,-1.4453,5.1579,1.7664,9.9568,-1.3511,4.3299,-3.2195,2.335,-0.57734,4.0765,-2.5112,2.0569,-0.75483,3.7266,-2.6345,2.2179,-0.87094,3.6134,-6.9579,0.95408,-1.8147,9.3392,-3.8352,3.3389,-1.0395,4.445,-4.0238,3.4637,-1.0599,3.9385,-8.4394,1.3519,-1.3401,6.3857,1
-6.7944,-6.8445,-6.7879,1.3087,1.3412,1.414,-3.0205,-2.8941,-4.3252,49.773,47.35,81.499,-6.6243,1.0096,-1.8601,9.1634,-7.3962,-7.2962,-7.3865,1.5868,1.4767,1.6084,-1.2648,-1.3516,-0.9457,6.0258,6.1751,4.9196,-6.9517,1.3475,-1.5766,7.9884,-3.343,0.73009,-0.8164,4.1577,-4.1961,1.8135,-1.0821,5.1911,-3.6266,0.93951,-0.90575,3.9469,2.1303,6.5215,-0.83807,3.5556,-3.2189,2.4341,-0.63178,4.0173,-2.1357,2.6709,-0.84806,3.6679,-2.2037,1.6063,-1.2431,4.9698,-6.4339,1.1105,-1.7386,8.7753,-3.4207,3.8115,-0.85324,3.8372,-3.5106,2.8482,-1.0682,3.932,-8.0834,1.4606,-1.288,6.1739,1
-6.5154,-6.8422,-6.4,1.0998,1.6765,0.92354,-4.1321,-2.6331,-4.9563,79.48,35.145,111.55,-6.4834,0.89358,-1.9869,10.276,-7.3699,-7.1672,-7.3958,1.4078,1.6411,1.5041,-1.2207,-1.3716,-1.2895,5.3554,5.7934,5.6891,-6.8662,1.2639,-1.8178,9.5496,-3.5293,1.1504,-0.95696,4.202,-4.3653,2.3602,-1.0916,4.8303,-3.8622,1.2863,-0.70063,3.4247,2.0659,7.9746,-1.1599,4.1997,-3.7664,2.9338,-0.39984,3.5469,-1.6267,1.7522,-0.89194,4.1392,-2.1955,2.734,-1.1706,4.03,-6.6474,1.2951,-1.2453,6.0398,-3.2059,4.2607,-0.95883,3.5732,-3.5214,3.4054,-0.9398,3.6827,-8.0585,1.4239,-1.2236,5.6429,1
-6.5232,-6.7777,-6.5002,1.036,1.3085,0.92826,-1.8176,-1.4912,-1.7063,8.5836,6.4874,7.8394,-6.5232,0.89135,-1.8729,9.061,-7.3632,-7.145,-7.3598,1.4442,1.6085,1.3902,-1.3474,-1.3309,-1.291,6.383,5.83,6.1433,-6.807,1.1079,-1.6555,8.1131,-3.5895,1.1891,-0.95781,4.0992,-4.4389,2.3728,-1.0371,4.7015,-3.912,1.3955,-0.83158,3.6689,2.1618,8.3108,-1.2771,4.4441,-3.8917,3.0137,-0.41305,3.455,-1.5949,1.8122,-0.8621,4.2222,-2.0901,2.885,-1.4112,5.0832,-6.6278,1.286,-1.3364,5.9485,-3.0975,4.0621,-0.97542,3.9164,-3.3753,3.3809,-0.99276,4,-8.0795,1.486,-1.1916,5.666,1
-6.9184,-6.1025,-6.7481,1.5331,0.48554,1.0194,-2.1453,-2.495,-3.53,27.414,16.266,58.887,-6.7305,1.147,-1.7463,7.4875,-7.3799,-7.6124,-7.5622,1.5896,1.7265,1.5072,-1.3338,-1.2472,-1.2273,6.0707,5.3928,5.6092,-7.0709,1.362,-1.5648,7.4677,-3.7378,1.5394,-0.8549,3.1348,-4.5165,2.3541,-1.0252,4.7496,-4.1147,2.0869,-0.80937,2.8034,0.8684,13.295,-0.76255,2.5038,-3.0576,2.5753,-0.58335,3.5252,-2.9002,2.9305,-0.65762,4.4433,-2.7553,1.9461,-0.75015,3.9736,-6.5713,0.89731,-1.6092,8.3022,-4.3801,4.3474,-0.48557,3.4851,-4.3533,4.2463,-0.74256,2.9081,-8.238,1.4399,-1.2671,5.9778,1
-6.9701,-6.2468,-6.5542,1.4723,0.87092,1.09,-1.3661,-4.7065,-1.8526,6.4984,100.14,8.9225,-6.6603,1.0495,-1.8247,9.0568,-6.6768,-6.7931,-6.7712,1.4222,1.5163,1.5082,-1.3013,-1.322,-1.4204,6.0263,5.981,6.9359,-6.4356,1.3673,-1.4525,6.5957,-3.2376,0.59056,-0.90449,4.3865,-4.0815,1.6694,-1.1406,5.3186,-3.4408,0.64471,-0.84685,4.1181,2.348,5.0579,-0.93995,3.8334,-3.375,2.1746,-0.64674,4.387,-1.7516,1.6716,-1.0655,5.5033,-1.8891,1.4819,-1.5223,6.8243,-6.8142,1.0824,-1.6402,7.7306,-2.4741,1.8019,-0.84493,5.7557,-2.6755,1.6839,-1.0369,5.2511,-7.8458,1.3719,-1.2723,5.7544,1
-6.9645,-6.2392,-6.6706,1.5769,0.78244,1.0989,-3.4714,-2.1823,-3.81,59.283,11.743,66.448,-6.4755,0.85302,-2.0426,9.4948,-6.9027,-6.9373,-7.0229,1.3981,1.4838,1.4745,-1.3021,-1.1749,-1.2366,5.9107,5.5557,5.6291,-6.6624,1.3831,-1.4066,6.8675,-3.2417,0.61561,-0.90597,4.4693,-4.0985,1.6866,-1.152,5.2399,-3.4563,0.69574,-0.95958,4.7842,2.2679,5.077,-0.86434,3.5635,-3.2849,2.1993,-0.54576,3.8441,-1.8457,1.7641,-1.0992,6.0376,-1.9942,1.446,-1.4418,6.507,-6.6619,1.0414,-1.6727,7.627,-2.6562,1.8918,-0.73213,5.8673,-2.872,1.7023,-1.2383,5.7435,-7.9334,1.3691,-1.3409,6.2478,1
