f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,is_Stego
-5.7858,-6.6283,-6.5078,0.79159,1.359,1.0998,-10.083,-1.3922,-1.6745,292.53,6.5838,7.4776,-6.4397,1.2819,-1.4206,5.974,-6.5696,-5.826,-6.4327,1.5438,1.5951,1.4693,-1.0105,-0.97817,-1.0206,5.6439,5.2011,5.2033,-5.7558,1.5158,-0.95448,5.2332,-2.4023,0.73055,-0.39707,3.6742,-3.0286,1.5992,-1.0246,5.564,-2.6553,0.82812,-0.10181,3.324,4.4188,3.4584,0.58945,7.1625,-2.8359,2.0098,-0.7954,3.8826,-1.1709,2.3414,0.21384,5.7056,-1.3999,1.7376,-1.2474,7.0603,-6.6367,1.2739,-1.4013,6.5417,-1.8321,3.0473,0.60587,6.5689,-2.0617,1.9607,-0.74157,4.886,-7.149,1.6032,-1.1217,6.1887,1
-6.6944,-6.3951,-6.6313,1.1927,0.98931,1.2309,-3.5501,-4.4483,-3.3307,61.564,90.18,57.841,-6.6969,1.1959,-1.6816,9.2284,-5.902,-5.9919,-5.5547,1.384,1.4784,1.4777,-1.208,-1.2985,-1.3047,5.649,6.4034,6.3459,-5.1317,0.99771,-1.5402,7.7454,-2.4275,0.89446,-0.22632,3.3264,-2.9713,1.7629,-0.78966,4.669,-2.7074,0.86581,-0.25119,3.2209,4.6861,3.08,-0.15056,3.5255,-2.6823,2.0909,-0.74788,3.725,-0.50822,1.573,-0.64683,5.8936,-1.6013,1.6526,-0.77528,4.9712,-6.8274,1.2239,-1.468,6.4008,-0.7408,2.0793,-0.4638,5.773,-1.7941,1.989,-0.65646,4.5918,-7.1759,1.476,-1.2367,5.7135,1
-6.2858,-6.7299,-6.4394,0.96672,1.2547,1.2966,-5.2631,-3.6612,-5.7366,113.93,64.809,119.49,-6.4184,1.1384,-1.7062,7.2676,-7.2932,-7.3838,-7.0009,1.364,1.4374,1.4925,-1.2556,-1.2957,-1.328,5.9336,5.9819,6.8969,-6.9327,1.3169,-1.28,6.3673,-3.2107,0.53844,-0.73952,4.5746,-3.8951,1.4483,-1.2209,6.0761,-3.4797,0.54981,-0.68652,4.3286,3.232,2.4987,-0.32465,4.3888,-3.1441,1.7996,-0.91127,4.8325,-1.0999,1.5853,-0.72636,7.3744,-1.5604,1.2367,-1.4537,6.5369,-6.6644,1.3382,-1.4639,6.2743,-2.2016,1.885,0.078202,8.8294,-2.8909,1.6941,-1.0935,5.2351,-7.9659,1.4139,-1.2539,5.8234,1
-6.766,-6.5351,-6.1699,1.3593,1.3014,0.94024,-1.3761,-1.5884,-4.346,6.7114,7.6897,111.07,-6.346,1.6438,-1.149,4.9863,-6.9176,-6.952,-6.7405,1.8029,1.8015,1.6822,-1.1445,-0.99827,-1.0866,5.8893,4.8556,5.2207,-6.4208,1.6528,-1.421,7.3876,-3.0914,0.8011,-0.69007,3.7687,-3.937,1.9832,-1.1073,5.3492,-3.4023,1.1875,-0.6494,3.4802,1.9626,8.1357,-0.2202,2.6569,-3.1357,2.865,-0.57705,3.6922,-2.1675,3.0675,-1.1136,4.2843,-2.6078,3.3359,-1.1045,3.9039,-5.7671,0.62591,-2.0317,10.657,-3.008,3.9638,-1.0326,4.3901,-3.4528,4.0722,-1.068,3.7814,-7.8388,1.5545,-1.1963,5.7775,1
-7.12,-6.4165,-7.3339,1.0664,0.57981,1.2322,-1.7126,-2.2366,-1.5595,8.3934,12.458,6.9828,-6.7466,0.80854,-1.9883,9.8112,-7.6561,-7.7039,-7.7955,1.6203,1.6056,1.4591,-1.2421,-1.4337,-1.2741,6.2843,6.7002,5.6671,-7.3794,1.4527,-1.3796,6.361,-3.5814,1.2841,-1.3866,5.1911,-4.381,2.1369,-1.2156,5.3722,-3.8663,1.6457,-1.4462,5.1579,1.7804,10,-1.3593,4.3732,-3.205,2.3412,-0.59201,4.0593,-2.5084,2.0652,-0.75229,3.6945,-2.6306,2.219,-0.85563,3.4888,-6.9537,0.95146,-1.7662,8.6046,-3.8314,3.3755,-1.052,4.4985,-4.0196,3.4923,-1.0709,4.0526,-8.4302,1.365,-1.3829,6.687,1
-6.7904,-6.8404,-6.7783,1.3152,1.3459,1.3938,-3.016,-2.9006,-4.3259,49.365,47.181,83.269,-6.6207,1.0076,-1.7732,8.1459,-7.3841,-7.2814,-7.3736,1.5728,1.4419,1.6098,-1.205,-1.2598,-0.96769,5.4453,5.6421,5.1287,-6.9432,1.3296,-1.5013,7.3958,-3.3305,0.73382,-0.82538,4.2369,-4.1881,1.8299,-1.1118,5.389,-3.6131,0.94172,-0.90008,3.8968,2.1483,6.5107,-0.82276,3.4627,-3.2066,2.4358,-0.63378,4.101,-2.1306,2.6673,-0.82521,3.5192,-2.199,1.6221,-1.2804,5.2622,-6.4268,1.1112,-1.7148,8.2651,-3.4161,3.8488,-0.86773,3.8757,-3.506,2.8911,-1.1084,4.2432,-8.0721,1.4574,-1.2865,6.2515,1
-6.5101,-6.8293,-6.3961,1.1173,1.6616,0.93601,-4.1805,-2.6473,-4.9695,78.328,35.621,109.63,-6.4756,0.90127,-2.0509,10.791,-7.3609,-7.1557,-7.3846,1.4218,1.6639,1.502,-1.2832,-1.4619,-1.2854,5.9127,6.6491,5.6812,-6.8575,1.2423,-1.6472,7.3211,-3.518,1.1568,-0.96436,4.2292,-4.3582,2.3783,-1.1094,4.9163,-3.8505,1.2954,-0.7146,3.4702,2.0808,8.0015,-1.1645,4.2233,-3.757,2.9389,-0.40087,3.5326,-1.6202,1.7324,-0.82169,3.7173,-2.1952,2.763,-1.1715,3.9886,-6.64,1.2933,-1.2298,5.855,-3.2063,4.329,-0.98161,3.6939,-3.5187,3.4377,-0.94941,3.7546,-8.0481,1.4322,-1.26,5.9455,1
-6.5171,-6.7689,-6.4964,1.0449,1.305,0.94819,-1.8654,-1.4944,-1.8591,9.0027,6.5024,9.4533,-6.5159,0.894,-1.926,9.8037,-7.3524,-7.1306,-7.3484,1.4281,1.5934,1.3772,-1.2527,-1.2732,-1.2066,5.4257,5.3519,5.2545,-6.7999,1.1081,-1.6048,7.2881,-3.5778,1.1936,-0.95826,4.077,-4.4291,2.3674,-1.0157,4.5333,-3.9002,1.4041,-0.84479,3.7288,2.1759,8.33,-1.2673,4.3637,-3.8817,3.0134,-0.41662,3.4886,-1.5912,1.8215,-0.84928,3.9932,-2.0901,2.9303,-1.4495,5.4256,-6.6218,1.2865,-1.3246,5.8,-3.0963,4.1227,-1.0012,4.0599,-3.371,3.3926,-0.97247,3.8612,-8.0673,1.4765,-1.1711,5.5772,1
-6.9095,-6.0956,-6.7435,1.5189,0.48758,1.0192,-2.1084,-2.5591,-3.5269,27.416,17.816,58.854,-6.7234,1.1417,-1.7278,7.4088,-7.368,-7.6014,-7.5516,1.5869,1.7232,1.5121,-1.321,-1.2355,-1.2166,5.8924,5.2906,5.3741,-7.0621,1.3442,-1.5102,7.1262,-3.7267,1.5459,-0.85413,3.1319,-4.5085,2.3672,-1.0367,4.8048,-4.1031,2.0951,-0.80851,2.799,0.88157,13.331,-0.76108,2.4902,-3.0427,2.5722,-0.60113,3.6889,-2.8963,2.9189,-0.60417,3.8841,-2.7525,1.9619,-0.79441,4.4271,-6.5626,0.90207,-1.6401,8.4975,-4.3763,4.3656,-0.47969,3.4353,-4.3506,4.2829,-0.74797,2.9472,-8.2274,1.4386,-1.2689,6.0439,1
-6.9641,-6.2395,-6.5507,1.4703,0.86453,1.0919,-1.3377,-4.6796,-1.8367,6.0683,100.95,8.7593,-6.6554,1.0556,-1.8227,8.6551,-6.6604,-6.7791,-6.757,1.4034,1.5093,1.5077,-1.253,-1.3005,-1.3742,5.7626,5.886,6.2847,-6.4303,1.3666,-1.4184,6.3149,-3.2235,0.59246,-0.91759,4.5158,-4.0713,1.684,-1.1696,5.4501,-3.4269,0.64862,-0.85659,4.1437,2.3643,5.0672,-0.93019,3.7472,-3.3571,2.1347,-0.59168,4.1242,-1.7435,1.6806,-1.048,5.5055,-1.8808,1.4626,-1.4394,6.1802,-6.8089,1.0824,-1.7059,9.3104,-2.4595,1.806,-0.75781,5.5812,-2.6626,1.6748,-0.98318,4.8199,-7.834,1.3851,-1.328,6.2485,1
-6.9588,-6.237,-6.6673,1.6,0.7714,1.0986,-3.5159,-1.9866,-3.7804,58.6,9.287,66.187,-6.4725,0.8635,-2.1175,10.43,-6.8898,-6.9236,-7.0123,1.4023,1.4799,1.4982,-1.3189,-1.1599,-1.2963,6.0258,5.4121,6.0636,-6.656,1.379,-1.3716,6.5499,-3.2278,0.61743,-0.91322,4.5749,-4.0874,1.6826,-1.1245,5.0436,-3.4424,0.69995,-0.97502,4.9039,2.2855,5.0783,-0.86126,3.5544,-3.2705,2.1924,-0.55552,3.9104,-1.8397,1.7836,-1.1984,7.0765,-1.9876,1.4498,-1.4521,6.5951,-6.654,1.0397,-1.6633,7.5402,-2.6456,1.9028,-0.76347,6.0948,-2.8593,1.6955,-1.2219,5.6286,-7.923,1.3806,-1.3761,6.4959,1
-6.6982,-6.7146,-6.8068,1.3203,1.3757,1.3478,-2.8949,-2.8776,-1.3354,48.742,44.167,6.0597,-6.897,1.2736,-1.3277,6.2659,-7.4139,-7.1323,-7.1068,1.6194,1.5627,1.6282,-1.1327,-1.251,-1.418,5.3097,6.1818,6.6689,-6.6454,1.3246,-1.5732,6.7426,-3.3091,0.84246,-0.86945,4.0036,-4.1619,2.1111,-1.1075,4.8951,-3.6211,1.1305,-0.80976,3.6041,1.6097,9.2711,-0.31284,2.5901,-3.2199,2.8211,-0.59116,3.6937,-2.2899,3.2267,-0.71806,3.8233,-2.6751,1.9591,-0.71725,3.8758,-6.1623,0.90981,-1.701,8.5485,-3.4063,4.0384,-0.47949,3.7147,-3.986,3.7679,-0.7723,3.2551,-7.9711,1.4485,-1.3157,6.3777,1
-5.7034,-6.3462,-7.0122,0.28366,1.2074,1.2711,-3.3599,-3.2126,-2.7946,25.502,54.298,45.464,-6.6689,1.1972,-1.411,5.9446,-6.2937,-5.8708,-6.114,1.7516,1.4155,1.6371,-1.036,-1.4287,-1.1261,5.3298,7.0846,5.2716,-5.4205,1.1044,-1.6544,7.7768,-2.6279,1.0971,-0.1479,3.3006,-3.3781,2.1332,-0.6515,4.7478,-2.9009,1.2147,-0.22375,3.2219,3.582,4.4626,-0.15164,4.2671,-2.6003,1.9303,-0.87834,4.3376,-1.6393,2.1158,0.3232,8.7918,-1.8433,1.4269,-1.2207,6.0578,-6.783,1.2732,-1.4376,6.3577,-1.8726,2.5236,0.58873,8.3674,-2.0435,1.7661,-0.93735,4.8849,-7.3858,1.3991,-1.3081,6.452,1
